Title,Topic,Post type,URL
"getsysreqs • Determine system requirements from R packages using the RStudio Package Manager. This is a weekend project, not a real package, so please think twice before using it for anything serious.",visualisation,package,https://github.com/mdneuzerling/getsysreqs
Let's stop doubly-screwing data science learners :: Miles McBain,shiny,article,https://milesmcbain.micro.blog/2020/10/28/lets-stop-doublyscrewing.html
Before I Sleep: Adding RStudio Addins to VSCode,publishing,article,https://www.milesmcbain.com/posts/adding-addins-to-vscode/
FastR,visualisation,article,https://m-clark.github.io/docs/fastr.html
betweenthepipes • This package hosts tutorials (created with the learnr package) and sample data sets that are designed to facilitate learning the tidyverse with hockey data.,visualisation,package,https://github.com/meghall06/betweenthepipes
Non-Parametric Bayesian Analyses of Animal Movement • bayesmove,statistics,article,https://joshcullen.github.io/bayesmove/
"Combinando Algoritmo Genético e Simulação em R! :: Ícaro Agostino — Forecasting, Simulação e Otimização",visualisation,article,https://icaroagostino.github.io/post/sbo/
Rolling Averages with {slider} and Covid Data | Credibly Curious,visualisation,article,https://www.njtierney.com/post/2020/10/20/roll-avg-covid/
"ecological_fallacy_thorndike • In 1939, E. L. Thorndike gave an example of what eventually became known as the ecological fallacy. Here is his example.",visualisation,package,https://github.com/askurz/ecological_fallacy_thorndike
Mapping Covid-19 cases in UK | covid-19-uk-analysis,spatial,article,https://sdesabbata.github.io/covid-19-uk-analysis/
"gapminder • Excerpt from the Gapminder data, as an R data package and in plain text delimited form",visualisation,package,https://github.com/jennybc/gapminder
vembedr • vembedr,publishing,article,https://ijlyttle.github.io/vembedr/articles/vembedr.html
bookdown: Authoring Books and Technical Documents with R Markdown,publishing,article,https://bookdown.org/yihui/bookdown/
Introducing the flipdownr package. Create a CountDown in Rmarkdown Documents and Shiny Apps | Mohamed El Fodil IHADDADEN,publishing,article,https://ihaddadenfodil.com/post/introducing-the-flipdownr-package-create-a-countdown-in-rmarkdown-documents-and-shiny-apps/
sigminer • 🌲 An easy-to-use and scalable toolkit for genomic alteration signature (a.k.a. mutational signature) analysis and visualization in R,visualisation,package,https://github.com/shixiangwang/sigminer
shinyace • Integrating the Ace editor with Shiny.,shiny,package,https://github.com/trestletech/shinyace
Version 0.10.0 of NIMBLE released – NIMBLE,statistics,article,https://r-nimble.org/version-0-10-0-of-nimble-released
Tidyverse,visualisation,article,https://www.tidyverse.org/blog/2020/10/waldo/
lcsm • An R Package for Latent Change Score Modeling,visualisation,package,https://github.com/milanwiedemann/lcsm
Multiple Gauge Plots with Facet Wrap,visualisation,article,https://www.stomperusa.com/2020/10/18/multiple-gauge-plots-with-facet-wrap/
Austin W · R Projects,visualisation,article,https://austinwehrwein.com/data-visualization/goalsforeveryone/
Submitting R package to CRAN,publishing,article,https://thierrymoudiki.github.io/blog/2020/10/16/r/esgtoolkit-new-cran
A Minimal rTorch Book,visualisation,article,https://f0nzie.github.io/rtorch-minimal-book/
statebins • Alternative to choropleths of US States ala http://bit.ly/statebins,visualisation,package,https://github.com/hrbrmstr/statebins
Practical-Applications-in-R-for-Psychologists • Lesson files for Practical Applications in R for Psychologists.,spatial,package,https://github.com/mattansb/Practical-Applications-in-R-for-Psychologists
quanteda.dictionaries • Dictionaries for text analysis,visualisation,package,https://github.com/kbenoit/quanteda.dictionaries
"Reduce, Filter, Find and more: R's unknown heroes? - Statistics, Science, Random Ramblings",statistics,article,https://hohenfeld.is/posts/reduce-filter-find-and-more-r-s-unknown-heroes/
Interpretable Machine Learning,models,article,https://christophm.github.io/interpretable-ml-book/
"De long en large ou de large en long ? Transposons facile avec R et le ""pivot"" - Icem7",visualisation,article,https://www.icem7.fr/r/de-long-en-large-ou-de-large-en-long-transposons-pivot-facile-avec-r/
Use Google's Earth Engine Python API in RStudio,visualisation,article,https://philippgaertner.github.io/2020/10/use-gee-python-api-in-rstudio/
"Calibration problem in tails of our election forecast « Statistical Modeling, Causal Inference, and Social Science",models,article,https://statmodeling.stat.columbia.edu/2020/10/15/calibration-problem-in-our-election-forecast/
lubridateextras • Convenience Functions for Manipulating Datetimes,visualisation,package,https://github.com/ellisvalentiner/lubridateextras
Thematic Maps • tmap,spatial,article,http://mtennekes.github.io/tmap/
secret • Secure sharing of sensitive information in R packages,visualisation,package,https://github.com/gaborcsardi/secret
euclid: A foundation for computational geometry in R • euclid,visualisation,article,https://r-euclid.com/
Geoms with Patterns • ggpattern,visualisation,article,https://coolbutuseless.github.io/package/ggpattern/index.html
grf • Generalized Random Forests,visualisation,package,https://github.com/grf-labs/grf
r2mlm • r2mlm,visualisation,package,https://github.com/mkshaw/r2mlm
Daniel Jiménez | Mapas de Calor,visualisation,article,https://www.danieljimenezm.com/post/2020-10-20-mc/
Chapter 14 The reactive graph | Mastering Shiny,shiny,article,https://mastering-shiny.org/reactive-graph.html
rstudio::global(2021) | RStudio Blog,visualisation,article,https://blog.rstudio.com/2020/10/16/rstudio-global-2021/
RStudio v1.4 Preview: Command Palette | RStudio Blog,visualisation,article,https://blog.rstudio.com/2020/10/14/rstudio-v1-4-preview-command-palette/
Create awesome plots with ggplot! - Nicola Romanò,visualisation,article,https://www.nicolaromano.net/data-thoughts/plotting-with-ggplot/
Predicting class membership for the #TidyTuesday Datasaurus Dozen | Julia Silge,models,article,https://juliasilge.com/blog/datasaurus-multiclass/
timevis • 📅 Create interactive timeline visualizations in R,visualisation,package,https://github.com/daattali/timevis
A Pipeline Toolkit for Reproducible Computation at Scale • rOpenSci: drake,publishing,article,https://docs.ropensci.org/drake/
Processing of Sentinel-5P data: Creating nitrogen dioxide time series in R and ArcGIS | EAGLE students,visualisation,article,http://students.eagle-science.org/sentinel-5p-nitrogen-dioxide/
generations: Convert birth years to generation names,visualisation,article,https://joeystanley.com/blog/generations
Raspberry Pi E-Paper Dashboard with R · David Schoch,shiny,article,http://blog.schochastics.net/post/raspberry-pi-e-paper-dashboard-with-r/
"Stan’s Within-Chain Parallelization now available with brms « Statistical Modeling, Causal Inference, and Social Science",models,article,https://statmodeling.stat.columbia.edu/2020/10/14/stans-within-chain-parallelization-in-brms/
My year in R | Amit Levinson,visualisation,article,https://amitlevinson.com/post/my-year-in-r/
IDS,visualisation,article,https://www.introds.org/
Tidyverse,visualisation,article,https://www.tidyverse.org/blog/2020/10/furrr-0-2-0/
Beautiful and informative data visualisation,visualisation,article,https://ourcodingclub.github.io/tutorials/datavis/
Access the free economic database DBnomics with R - Macroeconomic Observatory,visualisation,article,https://macro.cepremap.fr/article/2020-10/rdbnomics-tutorial/
Measuring the mammalian diving reflex with Apple Watch – Mischief. Mayhem. Grasshoppers.,publishing,article,https://jacintakongresearch.wordpress.com/2020/10/17/measuring-the-mammalian-diving-reflex-with-apple-watch/
Suncorp Super Netball - 2020 Grand Final | Sport Statistics R Sweet,visualisation,article,http://sportstatisticsrsweet.rbind.io/post/suncorp-super-netball-2020gf/
"The Good, the Bad and the Ugly: how (not) to visualize data",visualisation,article,https://shirinsplayground.netlify.app/2020/10/goodbadugly/
RStudio AI Blog: Classifying images with torch,visualisation,article,https://blogs.rstudio.com/ai/posts/2020-10-19-torch-image-classification/
manu • This package provides colour palettes derived from birds native to New Zealand,visualisation,package,https://github.com/g-thomson/manu
"Earth Lab: Free, online courses, tutorials and tools | Earth Data Science - Earth Lab",visualisation,article,https://www.earthdatascience.org/
Bayesian meta-analysis in brms-II | A. Solomon Kurz,statistics,article,https://solomonkurz.netlify.app/post/bayesian-meta-analysis-in-brms-ii/
Regression discontinuity | Program Evaluation,visualisation,article,https://evalf20.classes.andrewheiss.com/example/rdd/
"deathsofdespair • Analysis of deaths from alcohol-specific causes, drugs and suicide",visualisation,package,https://github.com/victimofmaths/deathsofdespair
Recursive apply for call and expression objects • rrapply,r-programming,article,https://jorischau.github.io/rrapply/articles/articles/3-calls-and-expressions.html
essurvey • Download data from the European Social Survey,visualisation,package,https://github.com/ropensci/essurvey
Learn - Tuning text models,visualisation,article,https://www.tidymodels.org/learn/work/tune-text/
ptvapi • Unofficial R wrapper for the Public Transport Victoria (PTV) timetable API,visualisation,package,https://github.com/mdneuzerling/ptvapi
nautical-twilight • Visual Studio Code theme.,visualisation,package,https://github.com/lusignan/nautical-twilight
Increasing the sensitivity of A/B tests by utilizing the variance estimates of experimental units - Facebook Research,statistics,article,https://research.fb.com/blog/2020/10/increasing-the-sensitivity-of-a-b-tests-by-utilizing-the-variance-estimates-of-experimental-units/
docxtractr • Extract Tables from Microsoft Word Documents with R,visualisation,package,https://github.com/hrbrmstr/docxtractr
geogrid • Turning geospatial polygons into regular or hexagonal grids. For other similar functionality see the tilemaps package https://github.com/kaerosen/tilemaps,visualisation,package,https://github.com/jbaileyh/geogrid
rOpenSci | Searching medRxiv and bioRxiv Preprint Data,visualisation,article,https://ropensci.org/blog/2020/10/20/searching-medrxivr-and-biorxiv-preprint-data/
echarts4r • 🐳 ECharts 5 for R,visualisation,package,https://github.com/johncoene/echarts4r
"ralger • rvest, xml2.",visualisation,package,https://github.com/feddelegrand7/ralger
issue • Create a simple markdown table to display current issue status of the repo,visualisation,package,https://github.com/yonicd/issue
flipdownr • 📆📆📆 Implement a Countdown in RMarkdown Documents and Shiny Applications,visualisation,package,https://github.com/feddelegrand7/flipdownr
Climate animation of maximum temperatures | Dominic Royé,visualisation,article,https://dominicroye.github.io/en/2020/climate-animation-of-maximum-temperatures/
Choropleth maps with R - the Belgian edition | Wouter Van Dooren,visualisation,article,https://www.woutervandooren.eu/post/20190222_map_rstat/
Introducing mlr3cluster: Cluster Analysis Package • Damir Pulatov,models,article,https://mlr-org.com/docs/introducing-mlr3cluster-cluster-analysis-package/
Bayes Rules! An Introduction to Bayesian Modeling with R,statistics,article,https://www.bayesrulesbook.com/
Introducing Modeltime Ensemble: Time Series Forecast Stacking,visualisation,article,https://www.business-science.io/code-tools/2020/10/13/introducing-modeltime-ensemble.html
cranly • Package directives and collaboration networks in CRAN,visualisation,package,https://github.com/ikosmidis/cranly
"A Scientist's Guide to R: Step 2.5 - dates & times | Craig Hutton, PhD",statistics,article,https://craighutton.netlify.app/post/2020-10-10-asgr-2-5-dates/
The Curse of Dimensionality – Data Science Blog by Domino,spatial,article,https://blog.dominodatalab.com/the-curse-of-dimensionality/
How to: Download and Animate Polar Ice Data in R with Rayrender – Rayverse Blog,visualisation,article,https://www.tylermw.com/polar-ice-data-in-r-with-rayrender/
"Hamlet, data models, interaction graphs and other cool stuff",text-analysis,article,http://freerangestats.info/blog/2020/10/11/hamlet
mlr3gallery: Comparison of Decision Boundaries of Classification Learners,visualisation,article,https://mlr3gallery.mlr-org.com/posts/2020-08-14-comparison-of-decision-boundaries/
dockerfiler • Easy Dockerfile Creation from R,big-data,package,https://github.com/colinfay/dockerfiler
R Government | R Conference,models,article,https://rstats.ai/gov/
stacks • An R package for tidy stacked ensemble modeling,models,package,https://github.com/tidymodels/stacks
charter • Chart.js for R,visualisation,package,https://github.com/johncoene/charter
metathis • <meta> tags and social media cards for R-made web things,visualisation,package,https://github.com/gadenbuie/metathis
rockthemes • R colour palettes based on classic rock albums and some other ones,visualisation,package,https://github.com/johnmackintosh/rockthemes
Geographic distance and shortest-path network length for short distances | Wouter Steenbeek,visualisation,article,https://www.woutersteenbeek.nl/post/geometric-road-g4-short-distance/
The game is afoot! Topic modeling of Sherlock Holmes stories | Julia Silge,models,article,https://juliasilge.com/blog/sherlock-holmes-stm/
Download and Tidy Data from the Reserve Bank of Australia • readrba,visualisation,article,https://mattcowgill.github.io/readrba/index.html
rockerverse-paper • Scientific paper about everything related to containers and R,visualisation,package,https://github.com/nuest/rockerverse-paper
Feature Engineering with Sliding Windows and Lagged Inputs - Bryan Shalloway's Blog,models,article,https://www.bryanshalloway.com/2020/10/12/window-functions-for-resampling/
Display Pretty R tables in GitHub — Little Miss Data,visualisation,article,https://www.littlemissdata.com/blog/pretty-r-tables-in-github
Mortgage rate skyline chart · Len Kiefer,visualisation,article,http://lenkiefer.com/2020/10/12/mortgage-rate-skyline-chart/
Tidy correlation tests in R | Dominic Royé,statistics,article,https://dominicroye.github.io/en/2019/tidy-correlation-tests-in-r/
PDF Scraping in R with tabulizer,visualisation,article,https://www.business-science.io/code-tools/2019/09/23/tabulizer-pdf-scraping.html
Summarise data with skimr package in R – R Functions and Packages for Political Science Analysis,visualisation,article,https://rforpoliticalscience.com/2020/10/14/summarise-data-with-skimr-package-in-r/
scheduling_r_scripts • GitHub • RMHogervorst/scheduling_r_scripts,visualisation,package,https://github.com/rmhogervorst/scheduling_r_scripts
fvcom.tbx • An R Toolbox for the Unstructured Grid Finite Volume Community Ocean Model (FVCOM),visualisation,package,https://github.com/edwardlavender/fvcom.tbx
"If You Care About Equity, Use R",visualisation,article,https://rfortherestofus.com/2019/07/equity/
ggraph • Grammar of Graph Graphics,visualisation,package,https://github.com/thomasp85/ggraph
Predictive modeling with text using tidy data principles | Emil Hvitfeldt,models,article,https://www.hvitfeldt.me/talk/2020-10-09-predictive-modeling-with-text/
lme4::lmer Models • equatiomatic,models,article,https://datalorax.github.io/equatiomatic/articles/lmer4-lmer.html
What is calibration? | Statistical Odds & Ends,statistics,article,https://statisticaloddsandends.wordpress.com/2020/10/07/what-is-calibration/
"Decomposition and Smoothing with data.table, reticulate, and spatstat | Tony ElHabr",visualisation,article,https://tonyelhabr.rbind.io/post/decomposition-smoothing-soccer/
Spookify: Halloween Name Generation in R · Maëlle's R Blog,visualisation,article,https://masalmon.eu/2018/10/05/spookify/
Dime quién dibujó ese favicon | Natalia Morandeira,publishing,article,https://nmorandeira.netlify.app/post/2020-10-12-agregar-favicon-autoria/
cspp • A Tool for the Correlates of State Policy Project Data,visualisation,package,https://github.com/correlatesstatepolicy/cspp
The Mockup Blog: Plotting Points as Images in ggplot,visualisation,article,https://themockup.blog/posts/2020-10-11-embedding-images-in-ggplot/
Administrative boundaries - making other data more operationally useful,spatial,article,https://afrimapr.github.io/afrimapr.website/blog/2020/admin-boundaries/
Become a Superlearner! An Illustrated Guide to Superlearning | KHstats,models,article,https://www.khstats.com/blog/sl/superlearning/
R Epidemics Consortium,r-programming,article,https://www.repidemicsconsortium.org/
R 4.0.3 now available (Revolutions),scraping,article,https://blog.revolutionanalytics.com/2020/10/r-403-now-available.html
Building first baseline with random forest using ranger and DALEX,models,article,https://olgamie.github.io/2020/09/30/building-first-baseline-with-random-forest-using-ranger-and-dalex/
How to Compute Summary Statistics Across Multiple Columns in R? - Python and R Tips,publishing,article,https://cmdlinetips.com/2020/10/dplyr-across-compute-summary-statistics-across-multiple-columns/
mcpanel • Matrix Completion Methods for Causal Panel Data Models,visualisation,package,https://github.com/susanathey/mcpanel
anticlust • Subset partitioning via anticlustering,visualisation,package,https://github.com/m-Py/anticlust/
Utiliser un package - R-atique,visualisation,article,http://perso.ens-lyon.fr/lise.vaudor/utiliser-un-package/
fibonacci • Example R package generating Fibonacci Sequences And Plots,visualisation,package,https://github.com/susjoh/fibonacci
Examining Canceled Flights Among Alaska Airports – Alex Elfering,visualisation,article,https://elferinganalysis.com/2020/10/12/examining-cancelled-flights-among-alaska-airports/
Simulation of dependent variables in ESGtoolkit,publishing,article,https://thierrymoudiki.github.io/blog/2020/10/09/r/esgtoolkit-new
niceR code with functional programming,r-programming,article,https://apoorvasrinivasanblog.com/post/nicer-code-with-functional-programming/
Compare clusters with dendextend package in R – R Functions and Packages for Political Science Analysis,visualisation,article,https://rforpoliticalscience.com/2020/10/11/compare-clusters-with-dendextend-package-in-r/
"Training, evaluating, and interpreting topic models | Julia Silge",models,article,https://juliasilge.com/blog/evaluating-stm/
Chapter 11 Debugging R code | What They Forgot to Teach You About R,publishing,article,https://rstats.wtf/debugging-r-code.html
"How to think about extremely unlikely events (such as Biden winning Alabama, Trump winning California, or Biden winning Ohio but losing the election)? « Statistical Modeling, Causal Inference, and Social Science",visualisation,article,https://statmodeling.stat.columbia.edu/2020/10/01/how-to-think-about-extremely-unlikely-events-such-as-biden-winning-alabama-trump-winning-california-or-biden-winning-ohio-but-losing-the-election/
geomlime • ggplot geom_lime(),visualisation,package,https://github.com/coolbutuseless/geomlime
Shiny Applications Internationalization • SHINY.I18N,shiny,article,https://appsilon.github.io/shiny.i18n/
How to get help in R | ELLA KAYE,visualisation,article,https://ellakaye.rbind.io/talk/2020-10-20-rladies-coventry-getting-help/
Forecasting lung disease progression,publishing,article,https://thierrymoudiki.github.io/blog/2020/10/02/misc/r/osic-kaggle
ESPN Fantasy Football 2020 Part 1: Accessing the API,visualisation,article,https://www.dustysturner.com/post/espn-fantasy-football-api-2020/
oce • R package for oceanographic processing,visualisation,package,https://github.com/dankelley/oce
r-codespaces • GitHub Codespaces configuration for R and Shiny.,visualisation,package,https://github.com/jakubnowicki/r-codespaces
RStudio AI Blog: Getting familiar with torch tensors,publishing,article,https://blogs.rstudio.com/ai/posts/2020-10-01-torch-network-from-scratch/
shinycovr • GitHub • yonicd/shinycovr,shiny,package,https://github.com/yonicd/shinycovr
"UpSetR • An R implementation of the UpSet set visualization technique published by Lex, Gehlenborg, et al..",visualisation,package,https://github.com/hms-dbmi/UpSetR
Un éditeur visuel pour R markdown - DellaData,visualisation,article,https://delladata.fr/un-editeur-visuel-r-markdown/
Ten years - Dave Tang's blog,publishing,article,https://davetang.org/muse/2020/10/01/ten-years/
Aspire Data Solutions: Plotting regression model coefficients in a forest plot,visualisation,article,https://www.mihiretukebede.com/posts/2020-09-30-2020-09-30-plotting-model-coefficients-in-a-forest-plot/
Simple Examples with Torch,models,article,https://amiles.netlify.app/2020/10/simple-examples-with-torch.en-us/
Is Your Research Software Correct?,r-programming,article,https://mikecroucher.github.io/reproducible_ML/
"R, Data Science, & Computational Biology with Daniel Chen from Lander Analytics (Practical AI #107) |> Changelog",visualisation,article,https://changelog.com/practicalai/107
fastadi • Self-Tuning Data Adaptive Matrix Imputation,visualisation,package,https://github.com/RoheLab/fastadi
ookla-open-data • Speedtest by Ookla Global Fixed and Mobile Network Performance Map Tiles,visualisation,package,https://github.com/teamookla/ookla-open-data
singleCellSeq • Batch effects and the effective design of single-cell gene expression studies,visualisation,package,https://github.com/jdblischak/singleCellSeq
15 Machine Learning | Big Book of R,models,article,https://www.bigbookofr.com/machine-learning
Chapter 19 Develop custom input widgets | Outstanding User Interfaces with Shiny,publishing,article,https://unleash-shiny.rinterface.com/custom-templates-inputs.html
RStudio Education,visualisation,article,https://education.rstudio.com/blog/2020/10/ds-in-edu/
'package 'foo' is not available' - What to do when R tells you it can't install a package,shiny,article,https://deanattali.com/blog/packageunavailable/
RStudioConf2019Slides • Links to slides for rstudio::conf 2019,publishing,package,https://github.com/kbroman/RStudioConf2019Slides
parallelly • parallelly • Enhancing the 'parallel' Package,visualisation,package,https://github.com/HenrikBengtsson/parallelly
checkmate • Fast and versatile argument checks,visualisation,package,https://github.com/mllg/checkmate
mapchina • R Package of Geospatial Shapefile of China Administrative Divisions to the County/District-Level.,visualisation,package,https://github.com/xmc811/mapchina
Data dashboarding tools | Streamlit v.s. Dash v.s. Shiny vs. Voila vs. Flask vs. Jupyter,shiny,article,https://www.datarevenue.com/en-blog/data-dashboarding-streamlit-vs-dash-vs-shiny-vs-voila
Some things I wish I knew about Grad School | A HopStat and Jump Away,text-analysis,article,https://hopstat.wordpress.com/2020/10/01/some-things-i-wish-i-knew-about-grad-school/
Linear regression in R - part 1 - Nicola Romanò,visualisation,article,https://www.nicolaromano.net/data-thoughts/linear-regression-r-part1/
COVID-19 • Plots and analysis relating to the pandemic,visualisation,package,https://github.com/VictimOfMaths/COVID-19
devoutrgl • R graphics device to render to {rgl},visualisation,package,https://github.com/coolbutuseless/devoutrgl
Tidyverse,visualisation,article,https://www.tidyverse.org/blog/2020/10/readr-1-4-0/
An R Pipeline for XGBoost Part I,models,article,http://www.orrymr.com/2020/10/an-r-pipeline-for-xgboost-and-a-discussion-about-hyperparameters-part-i/
Welcome | Introduction to Modern Statistics,statistics,article,https://openintro-ims.netlify.app/
The day after | Data by John,publishing,article,https://johnmackintosh.net/blog/2020-10-06-the-day-after/
p-value around 0.32? You may have a problem with outliers… | Statistical Odds & Ends,statistics,article,https://statisticaloddsandends.wordpress.com/2020/10/01/p-value-around-0-32-you-may-have-a-problem-with-outliers/
PIPING HOT DATA: Introducing RStudio and R Markdown,publishing,article,https://www.pipinghotdata.com/posts/2020-09-07-introducing-the-rstudio-ide-and-r-markdown/
Time Series & torch #1 - Training a network to compute moving average · krzjoa,scraping,article,https://krzjoa.github.io/2020/10/03/ts-and-torch-1.html
Hosting a Plumber API with Kubernetes - mdneuzerling,big-data,article,https://mdneuzerling.com/post/hosting-a-plumber-api-with-kubernetes/
Web scraper for Atlantic and east Pacific hurricanes and tropical storms • rOpenSci: rrricanes,publishing,article,https://docs.ropensci.org/rrricanes/
RFCDE • Random Forests for Conditional Density Estimation,visualisation,package,https://github.com/tpospisi/RFCDE
"night-owlish • 🌙🦉 An RStudio, tmThemes, and Ace editor adaptation of @sdras' Night Owl VS Code theme…",visualisation,package,https://github.com/batpigandme/night-owlish
pre • an R package for deriving Prediction Rule Ensembles,visualisation,package,https://github.com/marjoleinf/pre
rOpenSci | Hacktober? Any Month is a Good Month to Contribute to rOpenSci,r-programming,article,https://ropensci.org/blog/2020/10/06/hacktober2020/
Forecasting house prices with Quantile AutoRegression (QAR) · Len Kiefer,visualisation,article,http://lenkiefer.com/2020/10/06/forecasting-house-prices-with-quantile-autoregression-qar/
facetscales • facet_grid with different scales per facet,visualisation,package,https://github.com/zeehio/facetscales
sfarc.node • Create Lines from Shared Boundaries,spatial,package,https://github.com/mdsumner/sfarc.node
Function reference • ggplot2,visualisation,article,https://ggplot2.tidyverse.org/reference/index.html
DATA 598 A Wi 20: Special Topics In Data Science: Reproducibility for Data Science,publishing,article,https://canvas.uw.edu/courses/1354201
s2 • Spherical Geometry Operators Using the S2 Geometry Library,visualisation,package,https://github.com/r-spatial/s2
plumber-on-k8s • Run a `plumber` API on Kubernetes,visualisation,package,https://github.com/mdneuzerling/plumber-on-k8s
RStudio v1.4 Preview: Visual Markdown Editing | RStudio Blog,publishing,article,https://blog.rstudio.com/2020/09/30/rstudio-v1-4-preview-visual-markdown-editing/
latex-pass • Help you pass the LaTeX compilation by telling you which LaTeX packages are missing to compile your documents,publishing,package,https://github.com/yihui/latex-pass
Tidyverse Data Wrangling – CougRstats,publishing,article,https://cougrstats.wordpress.com/2020/09/30/tidyverse-data-wrangling/
An example of base::split() for looping through groups,r-programming,article,https://aosmith.rbind.io/2019/11/27/split-example/
Chatter Charts – Visualizing Real-Time Fan Reactions | Hockey Graphs,visualisation,article,https://hockey-graphs.com/2020/09/30/chatter-charts-visualizing-real-time-fan-reactions/
Introduction to Tidy Transcriptomics • rpharma2020tidytranscriptomics,visualisation,article,https://stemangiola.github.io/rpharma2020_tidytranscriptomics/articles/tidytranscriptomics.html
Find acronyms in your Word documents • acronym,publishing,article,https://fmmattioni.github.io/acronym/
Squeezing the Most Utility from Your Models – Win Vector LLC,models,article,https://win-vector.com/2020/10/05/squeezing-the-most-utility-from-your-models/
UO Psych R Bootcamp,visualisation,article,https://uopsych-r-bootcamp-2020.netlify.app/
Putting empathy in action Building a 'community of practice' for analytics in a global corporation - RStudio,shiny,article,https://rstudio.com/resources/rstudioconf-2019/putting-empathy-in-action-building-a-community-of-practice-for-analytics-in-a-global-corporation/
signac • R toolkit for the analysis of single-cell chromatin data,visualisation,package,https://github.com/timoast/signac
"RPharma2020 • R/Pharma Conference 2020. Repository for the workshop ""Artificial Neural Networks in R with Keras and TensorFlow"" by Leon Eyrich Jessen",visualisation,package,https://github.com/leonjessen/RPharma2020
Introduction | Advanced R,r-programming,article,https://adv-r.hadley.nz/metaprogramming.html
rdrop2 • Dropbox Interface from R,visualisation,package,https://github.com/karthik/rdrop2
rstudio2019 • Resources from my Rstudio::conf 2019 talk,visualisation,package,https://github.com/karthik/rstudio2019
furrr • Apply Mapping Functions in Parallel using Futures,visualisation,package,https://github.com/DavisVaughan/furrr
The Mockup Blog: Functions and Themes for gt tables,visualisation,article,https://themockup.blog/posts/2020-09-26-functions-and-themes-for-gt-tables/
Brexcel • An R-package to emulate Public Health England data handling,visualisation,package,https://github.com/fischuu/Brexcel
littler • A scripting and command-line front-end for GNU R,visualisation,package,https://github.com/eddelbuettel/littler
meetup-presentations_nairobi • GitHub • rladies/meetup-presentations_nairobi,visualisation,package,https://github.com/rladies/meetup-presentations_nairobi
"Scrape this, not that: using rvest to build a database of Champagne · LB",scraping,article,https://www.laylab.me/posts/scrape-this-not-that-using-rvest-to-build-a-database-of-champagne/
MaizePal • A Maize Color Palette Generator,visualisation,package,https://github.com/AndiKur4/MaizePal
RStudio Education,visualisation,article,https://education.rstudio.com/blog/2020/09/delivering-learnr-tutorials-in-a-package/
"dplyr, (mc)lapply, for-loop and speed – scottishsnow",r-programming,article,https://scottishsnow.wordpress.com/2018/02/18/dplyr-lapply-for-loop/
Using redo to manage R data analysis workflow,publishing,article,http://karolis.koncevicius.lt/posts/using_redo_to_manage_r_data_analysis_workflow/
An introduction to linear models with R – CougRstats,visualisation,article,https://cougrstats.wordpress.com/2020/09/25/an-introduction-to-linear-models-with-r/
RStudio Education,visualisation,article,https://education.rstudio.com/blog/2020/10/example-shiny-exam/
rex • Friendly regular expressions for R.,visualisation,package,https://github.com/kevinushey/rex
Switch BLAS/LAPACK without leaving your R session – Enchufa2,visualisation,article,https://www.enchufa2.es/archives/switch-blas-lapack-without-leaving-your-r-session.html
brms • brms R package for Bayesian generalized multivariate non-linear multilevel models using Stan,visualisation,package,https://github.com/paul-buerkner/brms
Introducing torch for R | RStudio Blog,models,article,https://blog.rstudio.com/2020/09/29/torch/
Monty Hall: a programmer's explanation - David's blog,statistics,article,https://davidlindelof.com/monty-hall-a-programmers-explanation/
JSE_OkCupid • Journal of Statistical Education Paper on Using OkCupid Data for Data Science Courses,visualisation,package,https://github.com/rudeboybert/JSE_OkCupid
S3 Classes and {vctrs} to Create a Soccer Pitch Control Model | Tony ElHabr,visualisation,article,https://tonyelhabr.rbind.io/post/soccer-pitch-control-r/
Introducing sftrack: A framework for movement data in R | MabLab | Mathieu Basille Lab @UF,spatial,article,https://mablab.org/talk/boone_2020_saltlakevirtual/
path.chain: Concise Structure for Chainable Paths · krzjoa,scraping,article,https://krzjoa.github.io/2020/09/27/path-chain.html
Hit your reproducibility {targets} - rostrum.blog,publishing,article,https://www.rostrum.blog/2020/09/27/targets-dsfest/
goodpress • WIP!! R Package to Write Posts from R Markdown to Wordpress,visualisation,package,https://github.com/maelle/goodpress
Microsoft R Open 4.0.2 now available (Revolutions),publishing,article,https://blog.revolutionanalytics.com/2020/09/mro-402-available.html
CodaBonito • Functions to aid football / soccer analysis,visualisation,package,https://github.com/thecomeonman/CodaBonito
R:case4base - reshape data with base R - Jozef's Rblog,scraping,article,https://jozef.io/r001-reshape/
Introduction to ggip,visualisation,article,https://cran.r-project.org/web/packages/ggip/vignettes/ggip.html
shiny.semantic • Shiny support for powerful Semantic UI library.,text-analysis,package,https://github.com/Appsilon/shiny.semantic
chilemapas • Mapas terrestres de Chile con topologias simplificadas.,visualisation,package,https://github.com/pachamaltese/chilemapas
RStudio AI Blog: Please allow me to introduce myself: Torch for R,visualisation,article,https://blogs.rstudio.com/ai/posts/2020-09-29-introducing-torch-for-r/
sfdbi • DBI interface to sf,spatial,package,https://github.com/r-spatial/sfdbi
"Slicing the onion 3 ways- Toy problems in R, python, and Julia | Robert Hickman",visualisation,article,https://www.robert-hickman.eu/post/riddler_nba_tour_de_frace/
Data & Functions for Working with US ZIP Codes • zipcodeR,publishing,article,https://gavinrozzi.github.io/zipcodeR/index.html
"Variables categóricas en cajas, treemap con R - Análisis y Decisión",visualisation,article,https://analisisydecision.es/variables-categoricas-en-cajas-treemap-con-r/
